participant,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating,negativity_type,positivity_type,net_predisposition_type
3I6EY,ndp,38,gamma,-1.0386411153112718,16.644366008916023,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,39,gamma,-1.4328139323558258,17.515547761718445,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,40,gamma,-1.423632765020038,18.52191740669153,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,41,gamma,-0.9859877880696395,18.462404555717193,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,42,gamma,-0.6834797826655219,17.441080709340813,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,43,gamma,-0.7358277112312965,16.883108388666237,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,44,gamma,-0.8388352904637131,17.5313817507347,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,45,gamma,-0.4829989528998091,19.551913449940272,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,46,gamma,0.2959248474239651,22.41254912366745,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,47,gamma,0.8510044069638987,25.089054901854986,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,48,gamma,0.9786725849611209,26.994396685514708,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,49,gamma,0.8442583623429059,27.909721101606888,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,50,gamma,0.621238809721941,27.74499420986359,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,51,gamma,0.4893098093708197,26.996491999999495,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,52,gamma,0.5960099775955605,26.752511241229733,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,53,gamma,0.8127195966748282,27.43584734554324,9.578125,1.421875,8.48125,HN,LP,HNP
3I6EY,ndp,54,gamma,0.9401689805566242,28.25242557191573,9.578125,1.421875,8.48125,HN,LP,HNP
